5.236759475250524209e-01	6.385672440659653226e-01	7.240911191678455205e-01	7.761262252950231755e-01	8.100839555443135609e-01	8.282240990041501716e-01
5.190683073675400605e-01	6.006878671200922559e-01	7.106400419699652193e-01	7.689962495589094393e-01	8.108576206402292597e-01	8.362371927589319354e-01
5.314309447301774902e-01	6.263894744073772447e-01	7.320210692972841660e-01	7.797138922458615173e-01	8.055263577002707009e-01	8.279625674126953605e-01
5.332484721870911493e-01	6.326551467855816568e-01	7.391163823388887666e-01	7.865614138632042174e-01	8.116522863325932313e-01	8.381156141386320035e-01
5.136254055691394926e-01	6.285287247563462465e-01	7.319314459340036105e-01	7.717811316276789180e-01	7.963708002710561118e-01	8.243869231081507598e-01
5.037604339394620157e-01	5.971446995743671105e-01	7.339097958023788060e-01	7.820408988567556507e-01	8.161626523519105447e-01	8.325328124560859022e-01
4.927753264070399153e-01	5.962101339978578274e-01	7.170692691792436291e-01	7.741353843655633948e-01	8.043550084470799666e-01	8.246154314568637789e-01
5.121068048178022414e-01	6.132660533555673865e-01	6.896433489783873050e-01	7.521803927814157964e-01	7.915926571297414727e-01	8.082085788607527022e-01
5.253848808196633913e-01	6.463206018193230484e-01	7.318228517717008108e-01	7.817080120788560960e-01	8.109264776144571307e-01	8.408221928682287905e-01
5.309466819057612197e-01	6.384593525258486224e-01	7.311012587866807522e-01	7.790466353765587160e-01	8.166109253065775286e-01	8.364987243503867465e-01
