2.189258312020460340e-01	1.404092071611253434e-01	8.312020460358056362e-02	6.104006820119351612e-02	4.814578005115090209e-02	3.974424552429667301e-02
2.173913043478260809e-01	1.347826086956521729e-01	8.235294117647057321e-02	6.069906223358908365e-02	4.840153452685422297e-02	4.010230179028132641e-02
2.158567774936061279e-01	1.355498721227621217e-01	8.337595907928388450e-02	6.069906223358906977e-02	4.789002557544757427e-02	3.994884910485933804e-02
2.209718670076726565e-01	1.391304347826086973e-01	8.439897698209720966e-02	6.155157715260015788e-02	4.801790281329922777e-02	4.000000000000000083e-02
2.148337595907928443e-01	1.404092071611253434e-01	8.529411764705882582e-02	6.086956521739129988e-02	4.782608695652174058e-02	3.994884910485933804e-02
2.127877237851662218e-01	1.350383631713554800e-01	8.542199488491050707e-02	6.146632566069906017e-02	4.865728900255754386e-02	3.994884910485933804e-02
2.086956521739130321e-01	1.332480818414322199e-01	8.452685421994886317e-02	6.121057118499573235e-02	4.808184143222505452e-02	3.969309462915601022e-02
2.143222506393861748e-01	1.355498721227621495e-01	8.017902813299232490e-02	5.916453537936913754e-02	4.718670076726342449e-02	3.887468030690537091e-02
2.225063938618925818e-01	1.434782608695651940e-01	8.491048593350383755e-02	6.121057118499573235e-02	4.833759590792839622e-02	4.040920716112532396e-02
2.209718670076726565e-01	1.406649616368286504e-01	8.478260869565218405e-02	6.121057118499573929e-02	4.865728900255754386e-02	4.025575447570332172e-02
