3.978558778434090337e-01	4.984325940061600790e-01	5.949082989606681027e-01	6.484825440561101662e-01	6.843767828181793744e-01	7.045286592044698315e-01
3.985298159861750955e-01	5.148974743737836368e-01	5.812649805168508266e-01	6.497312537836228419e-01	6.835977613409035536e-01	6.997151435430736255e-01
3.773054390884815201e-01	4.937244315673243178e-01	5.978124397077015928e-01	6.484801981061334430e-01	6.734078058267584099e-01	6.944812045809553025e-01
3.807758672471889261e-01	4.757422959417971775e-01	5.904679485103425662e-01	6.498796299295053203e-01	6.837877625284110028e-01	7.177920375551297694e-01
3.985419055867933658e-01	5.110410440210938487e-01	5.924392731125897038e-01	6.408943093481745956e-01	6.779998056806038065e-01	6.999924431345877496e-01
3.872062199368933033e-01	4.919163615547655910e-01	5.890289677072719776e-01	6.466498242682781061e-01	6.817248628345885519e-01	7.083434645155343157e-01
3.979017034503318784e-01	4.879984520882276744e-01	5.914524378364777180e-01	6.495154609867828110e-01	6.848436545444026580e-01	7.077386453945057054e-01
3.857672045327905641e-01	4.736723168768056658e-01	5.901177860654169827e-01	6.470810707718439581e-01	6.780291888770690889e-01	6.983870244468747268e-01
3.795487139626790296e-01	4.873729415499988837e-01	5.929518804830525847e-01	6.545922074600377671e-01	6.949087695347048177e-01	7.237810610005124268e-01
3.960144939571373368e-01	5.158572239619620969e-01	6.023982874980381430e-01	6.555438880875289476e-01	6.855027211635691398e-01	7.021129812276942772e-01
